SEASON_ID,SNAPSHOT_DATE,TEAM_ID,TEAM_ABBR,PLAYER_ID,NAME,STATUS,AGE,HEIGHT,WEIGHT,BIRTH_COUNTRY,BIRTH_CITY,ROOKIE,POSITION,GAMES_PLAYED,GOALS,ASSISTS,POINTS,SOGPG,APG,GPG,PGP,DEF_WALL,PHYSICAL,HAT_TRICKS,PP_GOALS,PP_ASSISTS,PP_POINTS,SH_GOALS,SH_ASSISTS,SH_POINTS,GW_GOALS,GT_GOALS,OT_GOALS,SO_ATTEMPTS,SO_MISSES,SO_GOALS,SO_GOAL_PCT,PLUS_MINUS,SHOT_ATTEMPTS,SHOTS_ON_GOAL,SHOT_PCT,BLOCKED_SHOTS,BLOCKED_SHOTS_AGAINST,MISSED_SHOTS,HITS,HITS_RECEIVED,GIVEAWAYS,TAKEAWAYS,FACEOFFS,FACEOFF_WINS,FACEOFF_LOSSES,FACEOFF_PCT,PENALTIES,PIM,PENALTIES_DRAWN,PENALTY_MIN_DRAWN,FIGHTS,SHIFTS,EVEN_STR_SHIFTS,PP_SHIFTS,SH_SHIFTS,TIME_ON_ICE,EVENT_TOI,PP_TOI,SH_TOI,TEAM_ABBR_CANON,division,conference
2025-2026,20251124,6,PHI,18056,Rodrigo Abols,ROSTER,29.0,"6'4""",206.0,Latvia,Riga,False,C,15,1,0,1,1.13,0.0,0.07,0.07,11.1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-4,37,17,5.9,6,7,13,15,14,6,5,83,45,38,54.2,1,5,2,7,1,198,126,44,29,8634,1389,722,6523,PHI,Metropolitan,Eastern
2025-2026,20251124,10,PIT,5927,Noel Acciari,ROSTER,33.0,"5'10""",203.0,USA,"Johnston, RI",False,C,13,0,3,3,0.85,0.23,0.0,0.23,15.8,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,18,11,0.0,10,4,4,18,20,1,2,87,53,34,60.9,2,12,0,0,0,241,114,45,75,10088,1686,479,7651,PIT,Metropolitan,Eastern
2025-2026,20251124,30,UTA,5234,Andrew Agozzino,ASSIGNED_TO_MINORS,34.0,"5'10""",187.0,Canada,"Kleinburg, ON",False,LW,2,0,0,0,0.0,0.0,0.0,0.0,2.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,1,0,1,4,1,1,1,7,3,4,42.9,0,0,1,2,0,20,12,4,4,736,91,0,645,UTA,Central,Western
2025-2026,20251124,22,COL,28441,Jack Ahcan,ASSIGNED_TO_MINORS,28.0,"5'8""",185.0,USA,"Savage, MN",True,D,6,0,1,1,0.33,0.17,0.0,0.17,5.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,8,2,0.0,4,4,2,5,8,2,0,0,0,0,0.0,0,0,0,0,0,92,63,13,16,4088,487,254,3347,COL,Central,Western
2025-2026,20251124,3,CAR,5630,Sebastian Aho,ROSTER,28.0,"6'0""",176.0,Finland,Rauma,False,C,22,8,13,21,2.68,0.59,0.36,0.95,16.2,11.6,2,1,4,5,0,1,1,1,0,1,0,0,0,0.0,4,114,59,13.6,8,22,33,24,15,30,10,357,173,184,48.5,4,8,5,10,0,506,228,95,191,26571,5250,1678,19643,CAR,Metropolitan,Eastern
2025-2026,20251124,13,OTT,12009,Michael Amadio,ROSTER,29.0,"6'1""",204.0,Canada,"Sault Ste. Marie, ON",False,RW,21,6,3,9,1.14,0.14,0.29,0.43,24.7,5.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,49,24,25.0,14,10,15,32,25,17,11,6,3,3,50.0,2,4,3,6,0,459,224,113,128,19027,3266,1689,14072,OTT,Atlantic,Eastern
2025-2026,20251124,21,VAN,39762,Nils Aman,ASSIGNED_TO_MINORS,25.0,"6'2""",179.0,Sweden,Avesta,True,C,2,0,0,0,0.5,0.0,0.0,0.0,1.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,1,0.0,1,2,0,2,1,1,0,2,1,1,50.0,0,0,0,0,0,23,19,1,3,1039,48,31,960,VAN,Pacific,Western
2025-2026,20251124,14,MTL,5513,Josh Anderson,ROSTER,31.0,"6'3""",227.0,Canada,"Burlington, ON",False,RW,21,5,3,8,1.05,0.14,0.24,0.38,27.8,20.3,1,0,0,0,0,1,1,0,0,0,0,0,0,0.0,-8,43,22,22.7,15,8,13,38,12,8,1,11,9,2,81.8,7,14,9,18,0,393,187,104,107,18912,3298,1698,13916,MTL,Atlantic,Eastern
2025-2026,20251124,28,LAK,18073,Michael Anderson,ROSTER,26.0,"5'11""",194.0,USA,"Roseville, MN",False,D,22,1,4,5,0.55,0.18,0.05,0.23,39.7,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,44,12,8.3,33,23,9,26,39,15,3,0,0,0,0.0,1,2,6,12,0,520,302,105,114,25847,3702,1651,20494,LAK,Pacific,Western
2025-2026,20251124,23,CGY,5647,Rasmus Andersson,ROSTER,29.0,"6'1""",214.0,Sweden,Malmö,False,D,24,5,11,16,2.25,0.46,0.21,0.67,42.7,29.0,1,1,3,4,0,0,0,0,0,0,2,0,0,0.0,4,121,54,9.3,42,37,30,12,39,40,4,0,0,0,0.0,10,20,10,20,0,816,354,182,285,35153,5202,2432,27519,CGY,Pacific,Western
