SEASON_ID,SNAPSHOT_DATE,TEAM_ID,TEAM_ABBR,PLAYER_ID,NAME,STATUS,AGE,HEIGHT,WEIGHT,BIRTH_COUNTRY,BIRTH_CITY,ROOKIE,POSITION,GAMES_PLAYED,GOALS,ASSISTS,POINTS,SOGPG,APG,GPG,PGP,DEF_WALL,PHYSICAL,HAT_TRICKS,PP_GOALS,PP_ASSISTS,PP_POINTS,SH_GOALS,SH_ASSISTS,SH_POINTS,GW_GOALS,GT_GOALS,OT_GOALS,SO_ATTEMPTS,SO_MISSES,SO_GOALS,SO_GOAL_PCT,PLUS_MINUS,SHOT_ATTEMPTS,SHOTS_ON_GOAL,SHOT_PCT,BLOCKED_SHOTS,BLOCKED_SHOTS_AGAINST,MISSED_SHOTS,HITS,HITS_RECEIVED,GIVEAWAYS,TAKEAWAYS,FACEOFFS,FACEOFF_WINS,FACEOFF_LOSSES,FACEOFF_PCT,PENALTIES,PIM,PENALTIES_DRAWN,PENALTY_MIN_DRAWN,FIGHTS,SHIFTS,EVEN_STR_SHIFTS,PP_SHIFTS,SH_SHIFTS,TIME_ON_ICE,EVENT_TOI,PP_TOI,SH_TOI,TEAM_ABBR_CANON,division,conference
2025-2026,20251114,6,PHI,18056,Rodrigo Abols,ROSTER,29.0,"6'4""",206.0,Latvia,Riga,False,C,11,0,0,0,1.09,0.0,0.0,0.0,9.5,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-4,26,12,0.0,4,7,7,10,8,4,3,54,32,22,59.3,1,5,2,7,1,137,85,28,24,5872,787,429,4656,PHI,Metropolitan,Eastern
2025-2026,20251114,10,PIT,5927,Noel Acciari,ROSTER,33.0,"5'10""",203.0,USA,"Johnston, RI",False,C,13,0,3,3,0.85,0.23,0.0,0.23,20.2,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,18,11,0.0,10,4,4,18,20,1,2,87,53,34,60.9,2,12,0,0,0,241,114,45,75,10088,1686,479,7651,PIT,Metropolitan,Eastern
2025-2026,20251114,30,UTA,5234,Andrew Agozzino,ASSIGNED_TO_MINORS,34.0,"5'10""",187.0,Canada,"Kleinburg, ON",False,LW,2,0,0,0,0.0,0.0,0.0,0.0,3.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,1,0,1,4,1,1,1,7,3,4,42.9,0,0,1,2,0,20,12,4,4,736,91,0,645,UTA,Central,Western
2025-2026,20251114,22,COL,28441,Jack Ahcan,ASSIGNED_TO_MINORS,28.0,"5'8""",185.0,USA,"Savage, MN",True,D,6,0,1,1,0.33,0.17,0.0,0.17,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,8,2,0.0,4,4,2,5,8,2,0,0,0,0,0.0,0,0,0,0,0,92,63,13,16,4088,487,254,3347,COL,Central,Western
2025-2026,20251114,3,CAR,5630,Sebastian Aho,ROSTER,28.0,"6'0""",176.0,Finland,Rauma,False,C,16,6,10,16,2.31,0.62,0.38,1.0,17.4,8.0,2,1,3,4,0,0,0,0,0,0,0,0,0,0.0,2,77,37,16.2,7,13,27,19,10,21,8,264,120,144,45.5,2,4,5,10,0,368,166,65,143,19173,3911,1050,14212,CAR,Metropolitan,Eastern
2025-2026,20251114,13,OTT,12009,Michael Amadio,ROSTER,29.0,"6'1""",204.0,Canada,"Sault Ste. Marie, ON",False,RW,18,6,3,9,1.11,0.17,0.33,0.5,27.1,4.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,40,20,30.0,13,7,13,25,22,15,11,5,3,2,60.0,1,2,3,6,0,387,187,95,111,16133,2955,1306,11872,OTT,Atlantic,Eastern
2025-2026,20251114,21,VAN,39762,Nils Aman,ASSIGNED_TO_MINORS,25.0,"6'2""",179.0,Sweden,Avesta,True,C,2,0,0,0,0.5,0.0,0.0,0.0,2.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,1,0.0,1,2,0,2,1,1,0,2,1,1,50.0,0,0,0,0,0,23,19,1,3,1039,48,31,960,VAN,Pacific,Western
2025-2026,20251114,14,MTL,5513,Josh Anderson,ROSTER,31.0,"6'3""",227.0,Canada,"Burlington, ON",False,RW,17,2,2,4,1.0,0.12,0.12,0.24,23.3,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-9,32,17,11.8,10,5,10,24,8,7,1,8,6,2,75.0,4,8,5,10,0,318,149,85,86,15173,2436,1505,11232,MTL,Atlantic,Eastern
2025-2026,20251114,28,LAK,18073,Michael Anderson,ROSTER,26.0,"5'11""",194.0,USA,"Roseville, MN",False,D,18,1,3,4,0.56,0.17,0.06,0.22,41.2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,37,10,10.0,28,19,8,20,32,13,2,0,0,0,0.0,1,2,5,10,0,423,241,80,103,21192,2925,1328,16939,LAK,Pacific,Western
2025-2026,20251114,23,CGY,5647,Rasmus Andersson,ROSTER,29.0,"6'1""",214.0,Sweden,Malmö,False,D,19,3,3,6,2.32,0.16,0.16,0.32,38.4,36.0,1,1,1,2,0,0,0,0,0,0,1,0,0,0.0,-1,102,44,6.8,30,33,25,10,31,31,3,0,0,0,0.0,9,18,8,16,0,641,284,136,224,27548,4003,1880,21665,CGY,Pacific,Western
