SEASON_ID,SNAPSHOT_DATE,TEAM_ID,TEAM_ABBR,PLAYER_ID,NAME,STATUS,AGE,HEIGHT,WEIGHT,BIRTH_COUNTRY,BIRTH_CITY,ROOKIE,POSITION,GAMES_PLAYED,GOALS,ASSISTS,POINTS,SOGPG,APG,GPG,PGP,DEF_WALL,PHYSICAL,HAT_TRICKS,PP_GOALS,PP_ASSISTS,PP_POINTS,SH_GOALS,SH_ASSISTS,SH_POINTS,GW_GOALS,GT_GOALS,OT_GOALS,SO_ATTEMPTS,SO_MISSES,SO_GOALS,SO_GOAL_PCT,PLUS_MINUS,SHOT_ATTEMPTS,SHOTS_ON_GOAL,SHOT_PCT,BLOCKED_SHOTS,BLOCKED_SHOTS_AGAINST,MISSED_SHOTS,HITS,HITS_RECEIVED,GIVEAWAYS,TAKEAWAYS,FACEOFFS,FACEOFF_WINS,FACEOFF_LOSSES,FACEOFF_PCT,PENALTIES,PIM,PENALTIES_DRAWN,PENALTY_MIN_DRAWN,FIGHTS,SHIFTS,EVEN_STR_SHIFTS,PP_SHIFTS,SH_SHIFTS,TIME_ON_ICE,EVENT_TOI,PP_TOI,SH_TOI,TEAM_ABBR_CANON,division,conference
2025-2026,20251101,6,PHI,18056,Rodrigo Abols,ROSTER,29.0,"6'4""",206.0,Latvia,Riga,False,C,6,0,0,0,1.0,0.0,0.0,0.0,10.5,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-4,13,6,0.0,3,3,4,8,5,2,0,31,21,10,67.7,1,5,2,7,1,72,46,17,9,3073,233,226,2614,PHI,Metropolitan,Eastern
2025-2026,20251101,10,PIT,5927,Noel Acciari,ROSTER,33.0,"5'10""",203.0,USA,"Johnston, RI",False,C,11,0,2,2,1.0,0.18,0.0,0.18,29.1,20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,18,11,0.0,10,4,4,18,19,1,2,81,50,31,61.7,2,12,0,0,0,222,106,45,64,9257,1636,479,6870,PIT,Metropolitan,Eastern
2025-2026,20251101,30,UTA,5234,Andrew Agozzino,ASSIGNED_TO_MINORS,34.0,"5'10""",187.0,Canada,"Kleinburg, ON",False,LW,2,0,0,0,0.0,0.0,0.0,0.0,4.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,1,0,1,4,1,1,1,7,3,4,42.9,0,0,1,2,0,20,12,4,4,736,91,0,645,UTA,Central,Western
2025-2026,20251101,22,COL,28441,Jack Ahcan,ASSIGNED_TO_MINORS,28.0,"5'8""",185.0,USA,"Savage, MN",True,D,2,0,1,1,0.0,0.5,0.0,0.5,5.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,0.0,2,0,2,3,8,2,0,0,0,0,0.0,0,0,0,0,0,34,24,1,9,1517,86,62,1369,COL,Central,Western
2025-2026,20251101,3,CAR,5630,Sebastian Aho,ROSTER,28.0,"6'0""",176.0,Finland,Rauma,False,C,10,4,7,11,2.3,0.7,0.4,1.1,17.7,10.6,1,0,2,2,0,0,0,0,0,0,0,0,0,0.0,1,49,23,17.4,4,8,18,16,5,16,5,182,86,96,47.3,2,4,3,6,0,230,96,40,98,12040,2614,791,8635,CAR,Metropolitan,Eastern
2025-2026,20251101,13,OTT,12009,Michael Amadio,ROSTER,29.0,"6'1""",204.0,Canada,"Sault Ste. Marie, ON",False,RW,12,2,1,3,0.92,0.08,0.17,0.25,31.0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,24,11,18.2,12,3,10,16,18,11,8,4,2,2,50.0,1,2,3,6,0,252,109,55,90,10585,1638,785,8162,OTT,Atlantic,Eastern
2025-2026,20251101,21,VAN,39762,Nils Aman,ROSTER,25.0,"6'2""",179.0,Sweden,Avesta,True,C,2,0,0,0,0.5,0.0,0.0,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,1,0.0,1,2,0,2,1,1,0,2,1,1,50.0,0,0,0,0,0,23,19,1,3,1039,48,31,960,VAN,Pacific,Western
2025-2026,20251101,14,MTL,5513,Josh Anderson,ROSTER,31.0,"6'3""",227.0,Canada,"Burlington, ON",False,RW,11,1,1,2,1.27,0.09,0.09,0.18,18.3,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-2,25,14,7.1,6,3,8,12,5,6,0,7,5,2,71.4,2,4,2,4,0,210,106,58,47,9987,1727,1038,7222,MTL,Atlantic,Eastern
2025-2026,20251101,28,LAK,18073,Michael Anderson,ROSTER,26.0,"5'11""",194.0,USA,"Roseville, MN",False,D,12,1,0,1,0.58,0.0,0.08,0.08,42.7,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,23,7,14.3,19,10,6,16,25,10,2,0,0,0,0.0,1,2,1,2,0,285,163,58,65,14363,2300,670,11393,LAK,Pacific,Western
2025-2026,20251101,23,CGY,5647,Rasmus Andersson,ROSTER,29.0,"6'1""",214.0,Sweden,Malmö,False,D,12,2,2,4,2.33,0.17,0.17,0.33,34.8,21.2,0,1,1,2,0,0,0,0,0,0,1,0,0,0.0,0,69,28,7.1,18,23,18,7,22,16,2,0,0,0,0.0,4,8,6,12,0,410,176,89,147,17298,2594,1193,13511,CGY,Pacific,Western
