SEASON_ID,SNAPSHOT_DATE,TEAM_ID,TEAM_ABBR,PLAYER_ID,NAME,STATUS,AGE,HEIGHT,WEIGHT,BIRTH_COUNTRY,BIRTH_CITY,ROOKIE,POSITION,GAMES_PLAYED,GOALS,ASSISTS,POINTS,SOGPG,APG,GPG,PGP,DEF_WALL,PHYSICAL,HAT_TRICKS,PP_GOALS,PP_ASSISTS,PP_POINTS,SH_GOALS,SH_ASSISTS,SH_POINTS,GW_GOALS,GT_GOALS,OT_GOALS,SO_ATTEMPTS,SO_MISSES,SO_GOALS,SO_GOAL_PCT,PLUS_MINUS,SHOT_ATTEMPTS,SHOTS_ON_GOAL,SHOT_PCT,BLOCKED_SHOTS,BLOCKED_SHOTS_AGAINST,MISSED_SHOTS,HITS,HITS_RECEIVED,GIVEAWAYS,TAKEAWAYS,FACEOFFS,FACEOFF_WINS,FACEOFF_LOSSES,FACEOFF_PCT,PENALTIES,PIM,PENALTIES_DRAWN,PENALTY_MIN_DRAWN,FIGHTS,SHIFTS,EVEN_STR_SHIFTS,PP_SHIFTS,SH_SHIFTS,TIME_ON_ICE,EVENT_TOI,PP_TOI,SH_TOI,TEAM_ABBR_CANON,division,conference
2025-2026,20251112,6,PHI,18056,Rodrigo Abols,ROSTER,29.0,"6'4""",206.0,Latvia,Riga,False,C,10,0,0,0,1.1,0.0,0.0,0.0,9.3,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-4,24,11,0.0,4,7,6,9,8,4,3,49,32,17,65.3,1,5,2,7,1,125,76,27,22,5491,728,394,4369,PHI,Metropolitan,Eastern
2025-2026,20251112,10,PIT,5927,Noel Acciari,ROSTER,33.0,"5'10""",203.0,USA,"Johnston, RI",False,C,13,0,3,3,0.85,0.23,0.0,0.23,20.9,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,18,11,0.0,10,4,4,18,20,1,2,87,53,34,60.9,2,12,0,0,0,241,114,45,75,10088,1686,479,7651,PIT,Metropolitan,Eastern
2025-2026,20251112,30,UTA,5234,Andrew Agozzino,ASSIGNED_TO_MINORS,34.0,"5'10""",187.0,Canada,"Kleinburg, ON",False,LW,2,0,0,0,0.0,0.0,0.0,0.0,3.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,1,0,1,4,1,1,1,7,3,4,42.9,0,0,1,2,0,20,12,4,4,736,91,0,645,UTA,Central,Western
2025-2026,20251112,22,COL,28441,Jack Ahcan,ROSTER,28.0,"5'8""",185.0,USA,"Savage, MN",True,D,6,0,1,1,0.33,0.17,0.0,0.17,7.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,8,2,0.0,4,4,2,5,8,2,0,0,0,0,0.0,0,0,0,0,0,92,63,13,16,4088,487,254,3347,COL,Central,Western
2025-2026,20251112,3,CAR,5630,Sebastian Aho,ROSTER,28.0,"6'0""",176.0,Finland,Rauma,False,C,16,6,10,16,2.31,0.62,0.38,1.0,17.9,8.2,2,1,3,4,0,0,0,0,0,0,0,0,0,0.0,2,77,37,16.2,7,13,27,19,10,21,8,264,120,144,45.5,2,4,5,10,0,368,166,65,143,19173,3911,1050,14212,CAR,Metropolitan,Eastern
2025-2026,20251112,13,OTT,12009,Michael Amadio,ROSTER,29.0,"6'1""",204.0,Canada,"Sault Ste. Marie, ON",False,RW,17,6,2,8,1.12,0.12,0.35,0.47,27.4,4.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,36,19,31.6,13,6,11,24,20,15,11,5,3,2,60.0,1,2,3,6,0,365,174,90,107,15236,2868,1234,11134,OTT,Atlantic,Eastern
2025-2026,20251112,21,VAN,39762,Nils Aman,ASSIGNED_TO_MINORS,25.0,"6'2""",179.0,Sweden,Avesta,True,C,2,0,0,0,0.5,0.0,0.0,0.0,2.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,1,0.0,1,2,0,2,1,1,0,2,1,1,50.0,0,0,0,0,0,23,19,1,3,1039,48,31,960,VAN,Pacific,Western
2025-2026,20251112,14,MTL,5513,Josh Anderson,ROSTER,31.0,"6'3""",227.0,Canada,"Burlington, ON",False,RW,16,2,2,4,1.06,0.12,0.12,0.25,23.4,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-6,32,17,11.8,10,5,10,23,8,7,1,7,5,2,71.4,2,4,3,6,0,303,141,83,81,14463,2348,1458,10657,MTL,Atlantic,Eastern
2025-2026,20251112,28,LAK,18073,Michael Anderson,ROSTER,26.0,"5'11""",194.0,USA,"Roseville, MN",False,D,17,1,2,3,0.53,0.12,0.06,0.18,41.9,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,35,9,11.1,27,18,8,20,30,13,2,0,0,0,0.0,1,2,5,10,0,399,229,72,99,20129,2767,1311,16051,LAK,Pacific,Western
2025-2026,20251112,23,CGY,5647,Rasmus Andersson,ROSTER,29.0,"6'1""",214.0,Sweden,Malmö,False,D,18,3,3,6,2.44,0.17,0.17,0.33,36.8,36.8,1,1,1,2,0,0,0,0,0,0,1,0,0,0.0,-1,99,44,6.8,27,31,24,10,28,29,3,0,0,0,0.0,9,18,8,16,0,610,270,126,217,26024,3634,1855,20535,CGY,Pacific,Western
