SEASON_ID,SNAPSHOT_DATE,TEAM_ID,TEAM_ABBR,PLAYER_ID,NAME,STATUS,AGE,HEIGHT,WEIGHT,BIRTH_COUNTRY,BIRTH_CITY,ROOKIE,POSITION,GAMES_PLAYED,GOALS,ASSISTS,POINTS,SOGPG,APG,GPG,PGP,DEF_WALL,PHYSICAL,HAT_TRICKS,PP_GOALS,PP_ASSISTS,PP_POINTS,SH_GOALS,SH_ASSISTS,SH_POINTS,GW_GOALS,GT_GOALS,OT_GOALS,SO_ATTEMPTS,SO_MISSES,SO_GOALS,SO_GOAL_PCT,PLUS_MINUS,SHOT_ATTEMPTS,SHOTS_ON_GOAL,SHOT_PCT,BLOCKED_SHOTS,BLOCKED_SHOTS_AGAINST,MISSED_SHOTS,HITS,HITS_RECEIVED,GIVEAWAYS,TAKEAWAYS,FACEOFFS,FACEOFF_WINS,FACEOFF_LOSSES,FACEOFF_PCT,PENALTIES,PIM,PENALTIES_DRAWN,PENALTY_MIN_DRAWN,FIGHTS,SHIFTS,EVEN_STR_SHIFTS,PP_SHIFTS,SH_SHIFTS,TIME_ON_ICE,EVENT_TOI,PP_TOI,SH_TOI,TEAM_ABBR_CANON,division,conference
2025-2026,20251121,6,PHI,18056,Rodrigo Abols,ROSTER,29.0,"6'4""",206.0,Latvia,Riga,False,C,14,1,0,1,1.14,0.0,0.07,0.07,10.5,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,35,16,6.2,5,7,12,14,11,5,5,75,42,33,56.0,1,5,2,7,1,182,116,39,28,7873,1317,640,5916,PHI,Metropolitan,Eastern
2025-2026,20251121,10,PIT,5927,Noel Acciari,ROSTER,33.0,"5'10""",203.0,USA,"Johnston, RI",False,C,13,0,3,3,0.85,0.23,0.0,0.23,16.9,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,18,11,0.0,10,4,4,18,20,1,2,87,53,34,60.9,2,12,0,0,0,241,114,45,75,10088,1686,479,7651,PIT,Metropolitan,Eastern
2025-2026,20251121,30,UTA,5234,Andrew Agozzino,ASSIGNED_TO_MINORS,34.0,"5'10""",187.0,Canada,"Kleinburg, ON",False,LW,2,0,0,0,0.0,0.0,0.0,0.0,2.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,1,0,1,4,1,1,1,7,3,4,42.9,0,0,1,2,0,20,12,4,4,736,91,0,645,UTA,Central,Western
2025-2026,20251121,22,COL,28441,Jack Ahcan,ASSIGNED_TO_MINORS,28.0,"5'8""",185.0,USA,"Savage, MN",True,D,6,0,1,1,0.33,0.17,0.0,0.17,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,8,2,0.0,4,4,2,5,8,2,0,0,0,0,0.0,0,0,0,0,0,92,63,13,16,4088,487,254,3347,COL,Central,Western
2025-2026,20251121,3,CAR,5630,Sebastian Aho,ROSTER,28.0,"6'0""",176.0,Finland,Rauma,False,C,20,8,11,19,2.75,0.55,0.4,0.95,15.3,6.6,2,1,3,4,0,0,0,1,0,1,0,0,0,0.0,6,103,55,14.5,7,17,31,21,13,27,10,329,155,174,47.1,2,4,5,10,0,458,206,82,178,24120,4725,1609,17786,CAR,Metropolitan,Eastern
2025-2026,20251121,13,OTT,12009,Michael Amadio,ROSTER,29.0,"6'1""",204.0,Canada,"Sault Ste. Marie, ON",False,RW,20,6,3,9,1.1,0.15,0.3,0.45,26.5,3.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,45,22,27.3,14,9,14,32,24,17,11,6,3,3,50.0,1,2,3,6,0,431,208,108,121,18034,3137,1659,13238,OTT,Atlantic,Eastern
2025-2026,20251121,21,VAN,39762,Nils Aman,ASSIGNED_TO_MINORS,25.0,"6'2""",179.0,Sweden,Avesta,True,C,2,0,0,0,0.5,0.0,0.0,0.0,1.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,1,0.0,1,2,0,2,1,1,0,2,1,1,50.0,0,0,0,0,0,23,19,1,3,1039,48,31,960,VAN,Pacific,Western
2025-2026,20251121,14,MTL,5513,Josh Anderson,ROSTER,31.0,"6'3""",227.0,Canada,"Burlington, ON",False,RW,20,3,3,6,1.0,0.15,0.15,0.3,26.9,23.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.0,-10,39,20,15.0,14,7,12,33,9,8,1,11,9,2,81.8,7,14,9,18,0,374,180,99,98,17831,3053,1698,13080,MTL,Atlantic,Eastern
2025-2026,20251121,28,LAK,18073,Michael Anderson,ROSTER,26.0,"5'11""",194.0,USA,"Roseville, MN",False,D,21,1,4,5,0.48,0.19,0.05,0.24,40.4,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,41,10,10.0,32,22,9,25,36,15,3,0,0,0,0.0,1,2,6,12,0,495,287,100,109,24666,3477,1617,19572,LAK,Pacific,Western
2025-2026,20251121,23,CGY,5647,Rasmus Andersson,ROSTER,29.0,"6'1""",214.0,Sweden,Malmö,False,D,22,5,7,12,2.36,0.32,0.23,0.55,41.6,29.5,1,1,2,3,0,0,0,0,0,0,2,0,0,0.0,0,116,52,9.6,39,36,28,12,36,35,3,0,0,0,0.0,9,18,8,16,0,748,325,164,264,32029,4654,2064,25311,CGY,Pacific,Western
