season,team,offensive_plays,offensive_epa,successful_plays,interceptions,fumbles_lost,offensive_turnovers,red_zone_trips,red_zone_td,EPA_per_play_off,Success_rate_off,Turnover_rate_off,RedZone_TD_pct_off,defensive_plays,defensive_epa_allowed,dropbacks_faced,pressures,takeaways,third_down_plays,third_down_stops,Def_EPA_per_play,Pressure_rate_def,Takeaway_rate_def,Third_down_stop_rate_def,third_down_attempts,third_down_conversions,penalties,penalty_yards,Third_down_conv_pct,games_played,close_games,close_game_wins,Close_game_win_pct,Penalty_yards_per_game,qb_epa,qb_dropbacks,qb_turnovers,sacks_taken,pressures_faced,QB_EPA_per_play,QB_turnover_rate,Pressure_to_sack_rate,p_off_epa,p_off_succ,p_off_to,p_off_rztd,p_def_epa,p_def_press,p_def_take,p_def_3dstp,p_3d_conv,p_close_win,p_pen_yd_g,p_qb_epa,p_qb_to,p_qb_pts,s_off_to,s_def_epa,s_pen_yd_g,s_qb_to,s_qb_pts,Offensive_Score,Defensive_Score,Situational_Score,QB_Score,SBWI
2005,ARI,1071,-75.76657884061481,438,21,14,35,51,18,-0.07074377109301103,0.40896358543417366,0.0326797385620915,0.35294117647058826,927,-57.94798570646321,527,37,26,197,129,-0.06251131144170788,0.07020872865275142,0.028047464940668822,0.6548223350253807,238,93,20,226,0.3907563025210084,16,8,2,0.25,14.125,31.585649988670724,397,14,23,23,0.0795608312057197,0.03526448362720403,1,0.41935483870967744,0.6129032258064516,0.8387096774193549,0.06451612903225806,0.25806451612903225,0.5483870967741935,0.5806451612903226,0.9032258064516129,0.41935483870967744,0.10714285714285714,0.9285714285714286,0.7419354838709677,0.4838709677419355,0,0.16129032258064513,0.7419354838709677,0.0714285714285714,0.5161290322580645,1,0.3903225806451613,0.6596774193548387,0.22131336405529953,0.7210626322580646,0.5034751992626728
2005,ATL,1007,-17.96294451113971,411,13,12,25,53,30,-0.01783807796538203,0.40814299900695133,0.02482621648460774,0.5660377358490566,989,-25.373698091322,561,37,29,192,134,-0.02565591313581598,0.0659536541889483,0.02932254802831142,0.6979166666666666,215,96,20,211,0.44651162790697674,16,9,4,0.4444444444444444,13.1875,-32.17191922540218,422,20,34,34,-0.07623677541564497,0.04739336492890995,1,0.6129032258064516,0.5806451612903226,0.41935483870967744,0.6774193548387096,0.5483870967741935,0.41935483870967744,0.7096774193548387,1,0.9354838709677419,0.35714285714285715,0.7857142857142857,0.25806451612903225,0.8064516129032258,0,0.5806451612903225,0.4516129032258065,0.2142857142857143,0.19354838709677424,1,0.603225806451613,0.6016129032258065,0.5456221198156682,0.3700189870967742,0.5445798342857143
2005,BAL,1046,-112.57634378690229,404,21,14,35,42,16,-0.10762556767390276,0.3862332695984704,0.03346080305927342,0.380952380952381,975,-107.7400193362403,563,42,24,218,135,-0.11050258393460544,0.07460035523978685,0.02461538461538461,0.6192660550458715,242,96,16,175,0.396694214876033,16,7,3,0.42857142857142855,10.9375,-15.01454228321592,315,14,23,23,-0.04766521359751085,0.04444444444444444,1,0.25806451612903225,0.12903225806451613,0.8709677419354839,0.0967741935483871,0.0967741935483871,0.6774193548387096,0.3870967741935484,0.6774193548387096,0.45161290322580644,0.2857142857142857,0.5714285714285714,0.3548387096774194,0.7419354838709677,0,0.12903225806451613,0.9032258064516129,0.4285714285714286,0.25806451612903225,1,0.1774193548387097,0.646774193548387,0.3949308755760369,0.44022771612903233,0.4142897828571429
2005,BUF,918,-93.10731024780677,348,16,9,25,49,17,-0.10142408523726228,0.3790849673202614,0.02723311546840958,0.3469387755102041,1018,67.5766102327623,538,38,29,200,106,0.06638173893198655,0.07063197026022305,0.02848722986247544,0.53,201,74,20,192,0.3681592039800995,16,6,1,0.16666666666666666,12,-45.742527345983405,250,10,25,25,-0.18297010938393363,0.04,1,0.2903225806451613,0.0967741935483871,0.5806451612903226,0.03225806451612903,0.9354838709677419,0.6129032258064516,0.6451612903225806,0,0.2903225806451613,0.03571428571428571,0.7142857142857143,0.0967741935483871,0.5806451612903226,0,0.4193548387096774,0.06451612903225812,0.2857142857142857,0.4193548387096774,1,0.23225806451612904,0.3935483870967742,0.21255760368663595,0.35104363870967736,0.3004621839631336
2005,CAR,1127,-7.690046729507852,459,20,9,29,58,34,-0.00682346648580998,0.4072759538598048,0.02573203194321206,0.5862068965517241,1164,-139.5783958236513,669,51,42,259,155,-0.11991271118870388,0.07623318385650224,0.03608247422680412,0.5984555984555985,251,106,22,247,0.4223107569721116,19,8,5,0.625,13,40.878087794074744,559,29,33,33,0.07312716957795125,0.0518783542039356,1,0.6774193548387096,0.5483870967741935,0.4838709677419355,0.7096774193548387,0.03225806451612903,0.8064516129032258,0.967741935483871,0.3548387096774194,0.7741935483870968,0.6785714285714286,0.75,0.6774193548387096,0.9032258064516129,0,0.5161290322580645,0.967741935483871,0.25,0.09677419354838712,1,0.6096774193548387,0.8274193548387097,0.5882488479262673,0.563567393548387,0.6614922805529954
2005,CHI,994,-146.352015382546,357,16,11,27,47,22,-0.1472354279502475,0.3591549295774648,0.02716297786720322,0.46808510638297873,1078,-165.0752358992343,623,41,32,247,164,-0.15313101660411343,0.06581059390048154,0.02968460111317254,0.6639676113360324,227,66,13,103,0.2907488986784141,17,8,6,0.75,6.0588235294117645,-103.21766779262404,398,18,30,30,-0.25934087385081417,0.04522613065326633,1,0.03225806451612903,0.03225806451612903,0.5483870967741935,0.2903225806451613,0,0.3870967741935484,0.8064516129032258,0.967741935483871,0.03225806451612903,0.8928571428571429,0.03571428571428571,0.03225806451612903,0.7741935483870968,0,0.4516129032258065,1,0.9642857142857143,0.22580645161290325,1,0.14193548387096777,0.7532258064516129,0.5700460829493087,0.25996205161290326,0.4345500140092166
2005,CIN,1068,110.4779679102221,506,16,6,22,63,37,0.1034437901781106,0.4737827715355805,0.02059925093632958,0.5873015873015873,1010,23.14831852016804,566,30,42,196,107,0.02291912724769113,0.05300353356890459,0.04158415841584158,0.5459183673469388,209,94,15,194,0.4497607655502393,17,7,5,0.7142857142857143,11.411764705882351,108.9299693118428,531,18,20,20,0.20514118514471336,0.03389830508474576,1,0.9354838709677419,0.9354838709677419,0.1935483870967742,0.7419354838709677,0.7741935483870968,0.12903225806451613,1,0.03225806451612903,0.967741935483871,0.75,0.6785714285714286,0.9354838709677419,0.3548387096774194,0,0.8064516129032258,0.22580645161290325,0.3214285714285714,0.6451612903225806,1,0.8903225806451612,0.39999999999999997,0.7085253456221198,0.8614800903225807,0.7010978613824884
2005,CLE,927,-129.01006938612514,365,18,12,30,40,11,-0.1391694383884845,0.3937432578209278,0.03236245954692556,0.275,1000,-3.050856919859819,492,25,21,213,126,-0.00305085691985981,0.0508130081300813,0.021,0.5915492957746479,202,69,14,159,0.3415841584158416,16,9,4,0.4444444444444444,9.9375,-29.307533926628484,355,17,23,23,-0.08255643359613657,0.04788732394366197,1,0.0967741935483871,0.25806451612903225,0.8064516129032258,0,0.6451612903225806,0.0967741935483871,0.22580645161290322,0.25806451612903225,0.12903225806451613,0.35714285714285715,0.39285714285714285,0.22580645161290322,0.8709677419354839,0,0.19354838709677424,0.3548387096774194,0.6071428571428572,0.12903225806451613,1,0.15483870967741936,0.22419354838709676,0.34089861751152073,0.3339658580645162,0.24868257253456225
2005,DAL,1061,-37.148453903154454,419,17,13,30,54,29,-0.03501268039882607,0.39491046182846373,0.02827521206409048,0.5370370370370371,940,-46.55384357598349,531,37,25,210,137,-0.04952536550636542,0.0696798493408663,0.02659574468085106,0.6523809523809524,231,99,21,216,0.42857142857142855,16,11,6,0.5454545454545454,13.5,30.288787252151913,545,24,49,49,0.05557575642596681,0.04403669724770642,1,0.5161290322580645,0.2903225806451613,0.6129032258064516,0.5806451612903226,0.3870967741935484,0.4838709677419355,0.4838709677419355,0.8709677419354839,0.8709677419354839,0.5357142857142857,0.8214285714285714,0.6451612903225806,0.7096774193548387,0,0.3870967741935484,0.6129032258064516,0.1785714285714286,0.29032258064516125,1,0.42903225806451617,0.5741935483870968,0.5626728110599079,0.6034155806451612,0.5341854202764977
2005,DEN,1125,90.60950077629349,498,10,10,20,61,41,0.08054177846781643,0.44266666666666665,0.01777777777777777,0.6721311475409836,1104,-50.30675838817969,708,31,35,233,143,-0.04556771593132218,0.04378531073446327,0.03170289855072464,0.6137339055793991,231,87,19,161,0.37662337662337664,18,7,5,0.7142857142857143,8.944444444444445,42.44017478069439,540,17,28,28,0.07859291626054517,0.03148148148148148,1,0.8387096774193549,0.8387096774193549,0.0967741935483871,0.9354838709677419,0.41935483870967744,0,0.9354838709677419,0.5161290322580645,0.3548387096774194,0.75,0.25,0.7096774193548387,0.16129032258064516,0,0.9032258064516129,0.5806451612903225,0.75,0.8387096774193549,1,0.8612903225806452,0.5032258064516129,0.5919354838709677,0.7988614774193549,0.6875142309677419
